form	pos	lemma
doer	ADP(type=pre)	door
haren	PD(type=poss,position=prenom)	haar
wille	NOU-C(number=sg)	wil
ende	CONJ(type=coor)	en
haer	PD(type=poss,position=prenom)	haar
minne	NOU-C(number=sg)	minne
ende	CONJ(type=coor)	en
rechte	AA(degree=pos,position=free)	recht
te	ADP(type=pre)	te
noenen	NOU-C(number=sg)	noen
waren	VRB(finiteness=fin,tense=past)	zijn
sy	PD(type=pers,position=free)	zij
gheworpen	VRB(finiteness=pastpart)	werpen
uten	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	uit+dat
paradise	NOU-C(number=sg)	paradijs
doen	ADV(type=reg)	toen
cherubin	NOU-C(number=sg)	cherubijn
uten	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	uit+dat
hemele	NOU-C(number=sg)	hemel
quam	VRB(finiteness=fin,tense=past)	komen
ende	CONJ(type=coor)	en
brachte	VRB(finiteness=fin,tense=past)	brengen
een	PD(type=indef,subtype=art,position=prenom)	een
sweert	NOU-C(number=sg)	zwaard
dat	PD(type=d-p,position=free)	dat
vlamde	VRB(finiteness=fin,tense=past)	vlammen
ende	CONJ(type=coor)	en
metten	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	met+de
sweerde	NOU-C(number=sg)	zwaard
maecti	VRB(finiteness=fin,tense=past)+PD(type=pers,position=free)	maken+gij
enen	PD(type=indef,subtype=art,position=prenom)	een
muer	NOU-C(number=sg)	muur
van	ADP(type=pre)	van
viere	NOU-C(number=sg)	vuur
daer	ADV(type=pron)	daar
af	ADV(type=pron)	af
tparadijs	PD(type=d-p,subtype=art,position=prenom)+NOU-C(number=sg)	het+paradijs
wert	VRB(finiteness=fin,tense=past)	worden
verlicht	VRB(finiteness=pastpart)	verlichten
ende	CONJ(type=coor)	en
beloken	VRB(finiteness=pastpart)	beluiken
ende	CONJ(type=coor)	en
dede	VRB(finiteness=fin,tense=past)	doen
vi	NUM(type=card,position=prenom,representation=rom)	zes
ingelen	NOU-C(number=pl)	engel
hoeden	VRB(finiteness=inf)	hoeden
tfier	PD(type=d-p,subtype=art,position=prenom)+NOU-C(number=sg)	dat+vuur
dat	PD(type=d-p,position=free)	dat
haren	PD(type=poss,position=prenom)	haar
lichame	NOU-C(number=sg)	lichaam
niet	ADV(type=reg)	niet
genaken	VRB(finiteness=inf)	genaken
en	ADV(type=reg)	ne
soude	VRB(finiteness=fin,tense=past)	zullen
ende	CONJ(type=coor)	en
stietse	VRB(finiteness=fin,tense=past)+PD(type=pers,position=free)	staan+zij
metten	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	met+de
sweerde	NOU-C(number=sg)	zwaard
uten	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	uit+dat
paradise	NOU-C(number=sg)	paradijs
engheen	PD(type=indef,subtype=oth,position=prenom)	negeen
gheest	NOU-C(number=sg)	geest
en	ADV(type=reg)	ne
sal	VRB(finiteness=fin,tense=pres)	zullen
mogen	VRB(finiteness=inf)	mogen
comen	VRB(finiteness=inf)	komen
daer	ADV(type=pron)	daar
inne	ADV(type=pron)	in
vore	ADV(type=reg)	voor
dien	ADV(type=reg)	die
dat	CONJ(type=sub)	dat
goids	NOU-P	God
sone	NOU-C(number=sg)	zoon
comt	VRB(finiteness=fin,tense=pres)	komen
in	ADP(type=pre)	in
eerterike	NOU-C(number=sg)	aardrijk
ende	CONJ(type=coor)	en
sterven	VRB(finiteness=inf)	sterven
sal	VRB(finiteness=fin,tense=pres)	zullen
ende	CONJ(type=coor)	en
gehangen	VRB(finiteness=pastpart)	hangen
aen	ADP(type=pre)	aan
een	PD(type=indef,subtype=art,position=prenom)	een
cruce	NOU-C(number=sg)	kruis
omme	ADP(type=pre)	om
die	PD(type=d-p,subtype=art,position=prenom)	die
ongehorsamheit	NOU-C(number=sg)	ongehoorzaamheid
die	PD(type=d-p,position=free)	die
adam	NOU-P	Adam
dede	VRB(finiteness=fin,tense=past)	doen
sinen	PD(type=poss,position=prenom)	zijn
sceppere	NOU-C(number=sg)	schepper
mits	ADP(type=pre)	mits
deser	PD(type=d-p,subtype=oth,position=prenom)	deze
doot	NOU-C(number=sg)	dood
sal	VRB(finiteness=fin,tense=pres)	zullen
ghebluscht	VRB(finiteness=pastpart)	blussen
werden	VRB(finiteness=inf)	worden
die	PD(type=d-p,subtype=art,position=prenom)	die
muer	NOU-C(number=sg)	muur
vanden	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	van+de
viere	NOU-C(number=sg)	vuur
die	PD(type=d-p,position=free)	die
ommevaet	VRB(finiteness=fin,tense=pres)	omvangen
tparadijs	PD(type=d-p,subtype=art,position=prenom)+NOU-C(number=sg)	het+paradijs
ende	CONJ(type=coor)	en
hy	PD(type=pers,position=free)	hij
sal	VRB(finiteness=fin,tense=pres)	zullen
breken	VRB(finiteness=inf)	breken
die	PD(type=d-p,subtype=art,position=prenom)	die
helle	NOU-C(number=sg)	hel
ende	CONJ(type=coor)	en
worpen	VRB(finiteness=inf)	werpen
daer	ADV(type=pron)	daar
uut	ADP(type=pre)	uit
adame	NOU-P	Adam
ende	CONJ(type=coor)	en
sine	PD(type=poss,position=prenom)	zijn
vriende	NOU-C(number=pl)	vriend
ende	CONJ(type=coor)	en
salse	VRB(finiteness=fin,tense=pres)+PD(type=pers,position=free)	zullen+zij
setten	VRB(finiteness=inf)	zetten
int	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	in+het
hemelsche	AA(degree=pos,position=prenom)	hemels
paradijs	NOU-C(number=sg)	paradijs
daer	ADV(type=reg)	daar
sy	PD(type=pers,position=free)	zij
ewelijc	ADV(type=reg)	eeuwelijk
bliven	VRB(finiteness=inf)	blijven
selen	VRB(finiteness=fin,tense=pres)	zullen
sekerlike	ADV(type=reg)	zekerlijk
met	ADP(type=pre)	met
rechte	NOU-C(number=sg)	rechte
salmen	VRB(finiteness=fin,tense=pres)+PD(type=pers,position=free)	zullen+men
geloven	VRB(finiteness=inf)	geloven
in	ADP(type=pre)	in
dien	PD(type=d-p,subtype=oth,position=prenom)	dat
god	NOU-P	God
ende	CONJ(type=coor)	en
sinden	VRB(finiteness=inf)	zinnen
sal	VRB(finiteness=fin,tense=pres)	zullen
sinen	PD(type=poss,position=prenom)	zijn
sone	NOU-C(number=sg)	zoon
in	ADP(type=pre)	in
eerterike	NOU-C(number=sg)	aardrijk
omme	ADP(type=pre)	om
te	ADP(type=pre)	te
stervene	VRB(finiteness=inf)	sterven
voer	ADP(type=pre)	voor
den	PD(type=d-p,subtype=art,position=prenom)	de
mensche	NOU-C(number=sg)	mens
set	AA(degree=pos,position=postnom)	zet
van	ADP(type=pre)	van
wijs	AA(degree=pos,position=prenom)	wijs
gheslechte	NOU-C(number=sg)	geslacht
die	PD(type=d-p,position=free)	die
goids	NOU-P	God
sone	NOU-C(number=sg)	zoon
soude	VRB(finiteness=fin,tense=past)	zullen
sijn	VRB(finiteness=inf)	zijn
geboren	AA(degree=pos,position=free)	geboren
ende	CONJ(type=coor)	en
wet	VRB(finiteness=fin,tense=pres)	wetten
dat	PD(type=d-p,position=free)	dat
binnen	ADP(type=pre)	binnen
adams	NOU-P	Adam
tide	NOU-C(number=sg)	tijd
noit	ADV(type=reg)	nooit
en	ADV(type=reg)	ne
rechende	VRB(finiteness=prespart)	rechen
no	CONJ(type=coor)	noch
regenboghe	NOU-C(number=sg)	regenboog
en	ADV(type=reg)	ne
baerde	VRB(finiteness=fin,tense=past)	baren
in	ADP(type=pre)	in
den	PD(type=d-p,subtype=art,position=prenom)	de
hemel	NOU-C(number=sg)	hemel
noch	CONJ(type=coor)	noch
die	PD(type=d-p,subtype=art,position=prenom)	die
lieden	NOU-C(number=pl)	lieden
en	ADV(type=reg)	ne
aten	VRB(finiteness=fin,tense=past)	eten
gheen	PD(type=indef,subtype=oth,position=prenom)	geen
vlesch	NOU-C(number=sg)	vlees
noch	CONJ(type=coor)	noch
en	ADV(type=reg)	ne
droncken	AA(degree=pos,position=prenom)	dronken
wijn	NOU-C(number=sg)	wijn
ende	CONJ(type=coor)	en
alle	PD(type=indef,position=free)	al
sinen	PD(type=poss,position=prenom)	zijn
tijt	NOU-C(number=sg)	tijd
waest	VRB(finiteness=fin,tense=past)+PD(type=pers,position=free)	zijn+het
alsoe	ADV(type=reg)	alzo
scone	AA(degree=pos,position=free)	schoon
alse	CONJ(type=sub)	als
te	ADP(type=pre)	te
somere	NOU-C(number=sg)	zomer
ende	CONJ(type=coor)	en
al	PD(type=indef,position=free)	al
dat	PD(type=d-p,position=free)	dat
wert	VRB(finiteness=fin,tense=pres)	worden
na	ADV(type=reg)	na
verwandelt	VRB(finiteness=pastpart)	verwandelen
omme	ADP(type=pre)	om
die	PD(type=d-p,subtype=art,position=prenom)	die
sonden	NOU-C(number=pl)	zonde
des	PD(type=d-p,subtype=art,position=prenom)	de
menschen	NOU-C(number=sg)	mens
dootlike	AA(degree=pos,position=prenom)	dodelijk
glotternie	NOU-C(number=sg)	glotternij
doe	CONJ(type=sub)	toen
hy	PD(type=pers,position=free)	hij
ghelovede	VRB(finiteness=fin,tense=past)	geloven
den	PD(type=d-p,subtype=art,position=prenom)	de
wive	NOU-C(number=sg)	wijf
ende	CONJ(type=coor)	en
at	VRB(finiteness=fin,tense=past)	eten
den	PD(type=d-p,subtype=art,position=prenom)	de
appel	NOU-C(number=sg)	appel
dien	PD(type=d-p,position=free)	dat
hem	PD(type=pers,position=free)	hij
god	NOU-P	God
verboet	VRB(finiteness=fin,tense=past)	verboeten
ende	CONJ(type=coor)	en
dede	VRB(finiteness=fin,tense=past)	doen
gode	NOU-P	God
smade	NOU-C(number=sg)	smaad
ende	CONJ(type=coor)	en
soe	ADV(type=reg)	zo
wie	PD(type=w-p,position=free)	wie
enen	PD(type=indef,subtype=art,position=prenom)	een
anderen	PD(type=indef,position=free)	ander
mesdoet	VRB(finiteness=fin,tense=pres)	misdoen
hy	PD(type=pers,position=free)	hij
es	VRB(finiteness=fin,tense=pres)	zijn
hem	PD(type=pers,position=free)	hij
sculdich	AA(degree=pos,position=free)	schuldig
te	ADP(type=pre)	te
beterne	VRB(finiteness=inf)	beteren
na	ADP(type=pre)	na
de	PD(type=d-p,subtype=art,position=prenom)	de
grootheit	NOU-C(number=sg)	grootheid
vander	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	van+de
mesdaet	NOU-C(number=sg)	misdaad
ende	CONJ(type=coor)	en
metter	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	met+de
beternessen	NOU-C(number=sg)	beternis
soe	ADV(type=reg)	zo
compt	VRB(finiteness=fin,tense=pres)	komen
hy	PD(type=pers,position=free)	hij
ter	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	ter
soenen	NOU-C(number=sg)	zoen
ende	CONJ(type=coor)	en
omme	CONJ(type=sub)	om
dat	CONJ(type=sub)	dat
adam	NOU-P	Adam
mesdede	VRB(finiteness=fin,tense=past)	misdoen
jegen	ADP(type=pre)	jegen
gode	NOU-P	God
soe	ADV(type=reg)	zo
es	VRB(finiteness=fin,tense=pres)	zijn
hy	PD(type=pers,position=free)	hij
noch	ADV(type=reg)	nog
inder	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	in+de
demsterheit	NOU-C(number=sg)	deemsterheid
vander	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	van+de
hellen	NOU-C(number=sg)	hel
ende	CONJ(type=coor)	en
daer	ADV(type=reg)	daar
sal	VRB(finiteness=fin,tense=pres)	zullen
hy	PD(type=pers,position=free)	hij
sijn	VRB(finiteness=inf)	zijn
tote	ADP(type=pre)	tot
dat	CONJ(type=sub)	dat
die	PD(type=d-p,subtype=art,position=prenom)	die
vraye	AA(degree=pos,position=prenom)	fraai
prophete	NOU-C(number=sg)	profeet
comen	VRB(finiteness=inf)	komen
sal	VRB(finiteness=fin,tense=pres)	zullen
in	ADP(type=pre)	in
eerterike	NOU-C(number=sg)	aardrijk
omme	ADP(type=pre)	om
hem	PD(type=pers,position=free)	hij
te	ADP(type=pre)	te
verlossene	VRB(finiteness=inf)	verlossen
mensche	NOU-C(number=sg)	mens
es	VRB(finiteness=fin,tense=pres)	zijn
gelijc	CONJ(type=sub)	gelijk
den	PD(type=d-p,subtype=art,position=prenom)	de
ingel	NOU-C(number=sg)	engel
daer	ADV(type=pron)	daar
omme	ADV(type=pron)	om
en	ADV(type=reg)	ne
wouts	VRB(finiteness=fin,tense=past)+PD(type=d-p,position=free)	willen+dat
god	NOU-P	God
alsoe	ADV(type=reg)	alzo
niet	ADV(type=reg)	niet
want	CONJ(type=coor)	want
dingel	NOU-C(number=sg)	dengel
es	VRB(finiteness=fin,tense=pres)	zijn
subtijl	AA(degree=pos,position=free)	subtiel
ende	CONJ(type=coor)	en
teder	AA(degree=pos,position=free)	teder
in	ADP(type=pre)	in
sine	PD(type=poss,position=prenom)	zijn
natuere	NOU-C(number=sg)	natuur
ende	CONJ(type=coor)	en
haddire	VRB(finiteness=fin,tense=past)+PD(type=pers,position=free)+PD(type=pers,position=free)	hebben+hij
enen	PD(type=indef,subtype=art,position=prenom)	een
mensche	NOU-C(number=sg)	mens
af	VRB(finiteness=pastpart)	afvangen
ghemaect	VRB(finiteness=pastpart)	maken
ende	CONJ(type=coor)	en
hadden	VRB(finiteness=fin,tense=past)+PD(type=refl,position=free)	hebben
ghesent	VRB(finiteness=pastpart)	gezenden
omme	ADP(type=pre)	om
hem	PD(type=pers,position=free)	hij
te	ADP(type=pre)	te
delivereerne	VRB(finiteness=inf)	delivereren
soe	ADV(type=reg)	zo
hadde	VRB(finiteness=fin,tense=past)	hebben
des	PD(type=d-p,subtype=art,position=prenom)	de
ingels	NOU-C(number=sg)	engel
macht	NOU-C(number=sg)	macht
ghemindert	VRB(finiteness=pastpart)	minderen
gheweest	VRB(finiteness=pastpart)	zijn
ende	CONJ(type=coor)	en
om	CONJ(type=sub)	om
dat	PD(type=d-p,subtype=art,position=prenom)	dat
dingel	NOU-C(number=sg)	dengel
noch	CONJ(type=coor)	noch
de	PD(type=d-p,subtype=art,position=prenom)	de
mensche	NOU-C(number=sg)	mens
niet	ADV(type=reg)	niet
en	ADV(type=reg)	ne
mochten	VRB(finiteness=fin,tense=past)	mogen
verlossen	VRB(finiteness=inf)	verlossen
den	PD(type=d-p,subtype=art,position=prenom)	de
mensche	NOU-C(number=sg)	mens
no	CONJ(type=coor)	noch
ghenoech	ADV(type=reg)	genoeg
daer	ADV(type=pron)	daar
af	ADV(type=pron)	af
doen	VRB(finiteness=inf)	doen
mochten	VRB(finiteness=fin,tense=past)	mogen
soe	ADV(type=reg)	zo
sal	VRB(finiteness=fin,tense=pres)	zullen
de	PD(type=d-p,subtype=art,position=prenom)	de
goids	NOU-C(number=sg)	god
sone	NOU-C(number=sg)	zoon
nemen	VRB(finiteness=inf)	nemen
vleesch	NOU-C(number=sg)	vlees
an	ADP(type=pre)	aan
ene	PD(type=indef,subtype=art,position=prenom)	een
maget	NOU-C(number=sg)	maagd
in	ADP(type=pre)	in
twee	NUM(type=card,position=prenom,representation=let)	twee
manieren	NOU-C(number=pl)	manier
deen	PD(type=d-p,subtype=art,position=prenom)+NUM(type=card,position=prenom,representation=let)	de+een
maniere	NOU-C(number=sg)	manier
es	VRB(finiteness=fin,tense=pres)	zijn
datti	CONJ(type=sub)+PD(type=pers,position=free)	dat+gij
sal	VRB(finiteness=fin,tense=pres)	zullen
wesen	VRB(finiteness=inf)	wezen
god	NOU-P	God
ende	CONJ(type=coor)	en
sal	VRB(finiteness=fin,tense=pres)	zullen
verwinnen	VRB(finiteness=inf)	verwinnen
den	PD(type=d-p,subtype=art,position=prenom)	de
duvel	NOU-C(number=sg)	duvel
also	ADV(type=reg)	alzo
de	PD(type=d-p,subtype=art,position=prenom)	de
duvel	NOU-C(number=sg)	duvel
verwan	VRB(finiteness=fin,tense=past)	verwinnen
den	PD(type=d-p,subtype=art,position=prenom)	de
mensche	NOU-C(number=sg)	mens
ende	CONJ(type=coor)	en
hy	PD(type=pers,position=free)	hij
sal	VRB(finiteness=fin,tense=pres)	zullen
hebben	VRB(finiteness=inf)	hebben
macht	NOU-C(number=sg)	macht
boven	ADP(type=pre)	boven
alle	PD(type=indef,subtype=oth,position=prenom)	al
dinc	NOU-C(number=sg)	ding
alse	CONJ(type=sub)	als
die	PD(type=d-p,position=free)	die
ghene	PD(type=d-p,position=free)	gene
die	PD(type=d-p,position=free)	die
sal	VRB(finiteness=fin,tense=pres)	zullen
sijn	VRB(finiteness=inf)	zijn
warich	AA(degree=pos,position=prenom)	warig
god	NOU-P	God
ende	CONJ(type=coor)	en
hy	PD(type=pers,position=free)	hij
sal	VRB(finiteness=fin,tense=pres)	zullen
ontpluken	VRB(finiteness=inf)	ontpluiken
hare	PD(type=poss,position=prenom)	haar
alre	PD(type=indef,subtype=oth,position=prenom)	al
ogen	NOU-C(number=pl)	oog
ende	CONJ(type=coor)	en
herten	NOU-C(number=sg)	hert
die	PD(type=d-p,position=free)	die
sine	PD(type=poss,position=prenom)	zijn
vriende	NOU-C(number=pl)	vriend
selen	VRB(finiteness=fin,tense=pres)	zullen
sijn	VRB(finiteness=inf)	zijn
dander	PD(type=d-p,subtype=art,position=prenom)+NUM(type=ord,position=prenom,representation=let)	de+ander
maniere	NOU-C(number=sg)	manier
es	VRB(finiteness=fin,tense=pres)	zijn
datti	CONJ(type=sub)+PD(type=pers,position=free)	dat+gij
sal	VRB(finiteness=fin,tense=pres)	zullen
sijn	VRB(finiteness=inf)	zijn
ghewarich	AA(degree=pos,position=prenom)	gewarig
mensche	NOU-C(number=sg)	mens
ende	CONJ(type=coor)	en
sal	VRB(finiteness=fin,tense=pres)	zullen
doen	VRB(finiteness=inf)	doen
al	PD(type=indef,position=free)	al
dat	PD(type=d-p,position=free)	dat
ghewarich	AA(degree=pos,position=prenom)	gewarig
mensche	NOU-C(number=sg)	mens
doen	VRB(finiteness=inf)	doen
soude	VRB(finiteness=fin,tense=past)	zullen
sonder	ADP(type=pre)	zonder
allene	PD(type=indef,subtype=oth,position=prenom)	alleen
sonde	NOU-C(number=sg)	sonde
dinc	NOU-C(number=sg)	ding
alse	CONJ(type=sub)	als
god	NOU-P	God
alse	CONJ(type=sub)	als
hy	PD(type=pers,position=free)	hij
geboren	AA(degree=pos,position=free)	geboren
sal	VRB(finiteness=fin,tense=pres)	zullen
sijn	VRB(finiteness=inf)	zijn
ende	CONJ(type=coor)	en
na	ADP(type=pre)	na
siere	PD(type=poss,position=prenom)	zijn
mogentheit	NOU-C(number=sg)	mogendheid
sal	VRB(finiteness=fin,tense=pres)	zullen
hy	PD(type=pers,position=free)	hij
mogen	VRB(finiteness=inf)	mogen
doen	VRB(finiteness=inf)	doen
alle	PD(type=indef,subtype=oth,position=prenom)	al
dinc	NOU-C(number=sg)	ding
maer	CONJ(type=coor)	maar
hy	PD(type=pers,position=free)	hij
sal	VRB(finiteness=fin,tense=pres)	zullen
willen	VRB(finiteness=inf)	willen
houden	VRB(finiteness=inf)	houden
in	ADP(type=pre)	in
hem	PD(type=pers,position=free)	hij
alle	PD(type=indef,position=free)	al
die	PD(type=d-p,subtype=art,position=prenom)	die
natuere	NOU-C(number=sg)	natuur
des	PD(type=d-p,subtype=art,position=prenom)	de
menschen	NOU-C(number=sg)	mens
sonder	ADP(type=pre)	zonder
sonde	NOU-C(number=sg)	sonde
doen	VRB(finiteness=inf)	doen
gheorloeft	VRB(finiteness=fin,tense=pres)	geoorloven
de	PD(type=d-p,subtype=art,position=prenom)	de
dood	NOU-C(number=sg)	dood
anders	ADV(type=reg)	anders
en	ADV(type=reg)	ne
hadde	VRB(finiteness=fin,tense=past)	hebben
de	PD(type=d-p,subtype=art,position=prenom)	de
mensche	NOU-C(number=sg)	mens
niet	ADV(type=reg)	niet
gestorven	VRB(finiteness=pastpart)	sterven
ende	CONJ(type=coor)	en
also	ADV(type=reg)	alzo
alse	CONJ(type=sub)	als
deen	PD(type=d-p,subtype=art,position=prenom)+NUM(type=card,position=free,representation=let)	de+een
geslechte	VRB(finiteness=pastpart)	slechten
te	ADP(type=pre)	te
geet	NOU-C(number=sg)	geit
ende	CONJ(type=coor)	en
dander	PD(type=d-p,subtype=art,position=prenom)+NUM(type=ord,position=free,representation=let)	de+ander
compt	VRB(finiteness=fin,tense=pres)	komen
ende	CONJ(type=coor)	en
alsoe	ADV(type=reg)	alzo
deen	PD(type=d-p,subtype=art,position=prenom)+NUM(type=card,position=free,representation=let)	de+een
volcht	VRB(finiteness=fin,tense=pres)	volgen
na	ADP(type=pre)	na
dander	PD(type=d-p,subtype=art,position=prenom)+NUM(type=ord,position=free,representation=let)	de+ander
mits	ADP(type=pre)	mits
der	PD(type=d-p,subtype=art,position=prenom)	de
doot	NOU-C(number=sg)	dood
alsoe	ADV(type=reg)	alzo
verwandelt	VRB(finiteness=fin,tense=pres)	verwandelen
de	PD(type=d-p,subtype=art,position=prenom)	de
mensche	NOU-C(number=sg)	mens
in	ADP(type=pre)	in
sine	PD(type=poss,position=prenom)	zijn
oudere	AA(degree=pos,position=prenom)	oud
ende	CONJ(type=coor)	en
int	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	in+het
inde	NOU-C(number=sg)	einde
sijn	VRB(finiteness=fin,tense=pres)	zijn
sy	PD(type=pers,position=free)	zij
ghelijc	CONJ(type=sub)	gelijk
den	PD(type=d-p,subtype=art,position=prenom)	de
ingelen	NOU-C(number=pl)	engel
uter	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	uiter
lieden	NOU-C(number=sg)	lieden
lichame	NOU-C(number=sg)	lichaam
soe	ADV(type=reg)	zo
sijnder	VRB(finiteness=fin,tense=pres)+ADV(type=reg)	zijn+er
groote	AA(degree=pos,position=prenom)	groot
menichfuldicheit	NOU-C(number=sg)	menigvoudigheid
van	ADP(type=pre)	van
duvelen	NOU-C(number=pl)	duivel
diese	PD(type=d-p,position=free)+PD(type=pers,position=free)	die+zij
dragen	VRB(finiteness=fin,tense=pres)	dragen
inde	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	in+de
helle	NOU-C(number=sg)	hel
ende	CONJ(type=coor)	en
eest	VRB(finiteness=fin,tense=pres)+PD(type=pers,position=free)	zijn+het
dat	CONJ(type=sub)	dat
de	PD(type=d-p,subtype=art,position=prenom)	de
ziele	NOU-C(number=sg)	ziel
heeft	VRB(finiteness=fin,tense=pres)	hebben
gheloeft	VRB(finiteness=pastpart)	geloven
in	ADP(type=pre)	in
haren	PD(type=poss,position=prenom)	haar
sceppere	NOU-C(number=sg)	schepper
sy	PD(type=pers,position=free)	zij
sal	VRB(finiteness=fin,tense=pres)	zullen
werden	VRB(finiteness=inf)	worden
telivereert	VRB(finiteness=pastpart)	telivereren
inde	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	in+de
gheselscap	NOU-C(number=sg)	gezelschap
adams	NOU-P	Adam
tote	ADP(type=pre)	tot
dien	PD(type=d-p,position=free)	dat
dattie	CONJ(type=sub)+PD(type=d-p,subtype=art,position=prenom)	dat+de
goids	NOU-P	God
sone	NOU-C(number=sg)	zoon
scoren	VRB(finiteness=inf)	scoren
sal	VRB(finiteness=fin,tense=pres)	zullen
die	PD(type=d-p,subtype=art,position=prenom)	die
helle	NOU-C(number=sg)	hel
ende	CONJ(type=coor)	en
sine	PD(type=poss,position=prenom)	zijn
vriende	NOU-C(number=pl)	vriend
verlossen	VRB(finiteness=inf)	verlossen
ende	CONJ(type=coor)	en
en	ADV(type=reg)	ne
heeft	VRB(finiteness=fin,tense=pres)	hebben
die	PD(type=d-p,subtype=art,position=prenom)	die
ziele	NOU-C(number=sg)	ziel
niet	ADV(type=reg)	niet
geloeft	VRB(finiteness=pastpart)	loven
in	ADP(type=pre)	in
haren	PD(type=poss,position=prenom)	haar
sceppere	NOU-C(number=sg)	schepper
soe	ADV(type=reg)	zo
salse	VRB(finiteness=fin,tense=pres)+PD(type=pers,position=free)	zullen+zij
bliven	VRB(finiteness=inf)	blijven
inde	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	in+de
helle	NOU-C(number=sg)	hel
ten	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	ten
eweliken	AA(degree=pos,position=prenom)	eeuwelijk
dagen	NOU-C(number=pl)	dag
maer	CONJ(type=coor)	maar
vanden	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	van+de
tide	NOU-C(number=sg)	tijd
vanden	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	van+de
gelove	NOU-C(number=sg)	geloof
des	PD(type=d-p,subtype=art,position=prenom)	de
goids	NOU-C(number=sg)	god
soens	NOU-C(number=sg)	zoens
selen	VRB(finiteness=fin,tense=pres)	zullen
sijn	VRB(finiteness=inf)	zijn
iii	NUM(type=card,position=prenom,representation=rom)	drie
manieren	NOU-C(number=pl)	manier
van	ADP(type=pre)	van
uutvaerne	NOU-C(number=sg)	uitvarene
der	PD(type=d-p,subtype=art,position=prenom)	de
zielen	NOU-C(number=pl)	ziel
dats	PD(type=d-p,position=free)+VRB(finiteness=fin,tense=pres)	dat+zijn
te	ADP(type=pre)	te
wetene	VRB(finiteness=inf)	weten
die	PD(type=d-p,position=free)	die
ghene	PD(type=d-p,position=free)	gene
die	PD(type=d-p,position=free)	die
gherechtichlijc	AA(degree=pos,position=free)	gerechtiglijk
hebben	VRB(finiteness=fin,tense=pres)	hebben
gehouden	VRB(finiteness=pastpart)	houden
sine	PD(type=poss,position=prenom)	zijn
wet	NOU-C(number=sg)	wet
ende	CONJ(type=coor)	en
sine	PD(type=poss,position=prenom)	zijn
gelove	NOU-C(number=sg)	geloof
ende	CONJ(type=coor)	en
sine	PD(type=poss,position=prenom)	zijn
gebode	NOU-C(number=sg)	gebod
hebben	VRB(finiteness=fin,tense=pres)	hebben
gehouden	VRB(finiteness=pastpart)	houden
alse	CONJ(type=sub)	als
dese	PD(type=d-p,subtype=oth,position=prenom)	deze
zielen	NOU-C(number=pl)	ziel
laten	VRB(finiteness=fin,tense=pres)	laten
de	PD(type=d-p,subtype=art,position=prenom)	de
lichamen	NOU-C(number=pl)	lichaam
soe	ADV(type=reg)	zo
selen	VRB(finiteness=fin,tense=pres)	zullen
daer	ADV(type=reg)	daar
comen	VRB(finiteness=inf)	komen
groote	AA(degree=pos,position=prenom)	groot
gheselscapen	NOU-C(number=pl)	gezelschap
van	ADP(type=pre)	van
ingelen	NOU-C(number=pl)	engel
ende	CONJ(type=coor)	en
selense	VRB(finiteness=fin,tense=pres)+PD(type=pers,position=free)	zullen+zij
hoeden	VRB(finiteness=inf)	hoeden
ende	CONJ(type=coor)	en
bescermen	VRB(finiteness=inf)	beschermen
iegen	ADP(type=pre)	jegen
die	PD(type=d-p,subtype=art,position=prenom)	die
duvele	NOU-C(number=sg)	duivel
ende	CONJ(type=coor)	en
selense	VRB(finiteness=fin,tense=pres)+PD(type=pers,position=free)	zullen+zij
dan	ADV(type=reg)	dan
varen	VRB(finiteness=inf)	varen
met	ADP(type=pre)	met
sange	NOU-C(number=sg)	zang
ende	CONJ(type=coor)	en
met	ADP(type=pre)	met
bliscapen	NOU-C(number=sg)	blijdschap
gode	NOU-P	God
lovende	VRB(finiteness=prespart)	loven
int	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	in+het
hemelsche	AA(degree=pos,position=prenom)	hemels
paradijs	NOU-C(number=sg)	paradijs
dander	PD(type=d-p,subtype=art,position=prenom)+NUM(type=ord,position=prenom,representation=let)	de+ander
maniere	NOU-C(number=sg)	manier
es	VRB(finiteness=fin,tense=pres)	zijn
van	ADP(type=pre)	van
